Chapter_Number,Chapter_Name,Section_Number,Section_Name,Section_Note,Subsection_Number,Subsection_Name,Subsection_Note
Chapter 11,Accessibility,1109,Special Occupancies,,1109.2.7.3,Public address systems,"Where stadiums, arenas and grandstands have 15,000 fixed seats or more and provide audible public announcements, they shall also provide prerecorded or real-time captions of those audible public announcements."
Chapter 11,Accessibility,1109,Special Occupancies,,1109.2.8,Performance areas,An accessible route shall directly connect the performance area to the assembly seating area where acirculation path directly connects a performance area to an assembly seating area. An accessible route shall be provided from performance areas to ancillary areas or facilities used by performers.
Chapter 11,Accessibility,1109,Special Occupancies,,1109.2.9,Dining and drinking areas,"In dining and drinking areas, all interior and exterior floor areas shall beaccessible and be on an accessible route. Exceptions:
1. An accessible route betweenaccessible levels and stories above or below is not required where permitted by Section 1104.4, Exception 1.
2. An accessible route to dining and drinking areas in amezzanine is not required, provided that themezzanine contains less than 25 percent of the total combined area for dining and drinking and the same services, and decor are provided in the accessible area.
3. In sports facilities, tiered dining areas providing seating required to beaccessible shall be required to have accessible routes serving at least 25 percent of the dining area, provided thataccessible routes serve accessible seating and where each tier is provided with the same services.
4. Employee-only work areas shall comply with Sections 1103.2.2 and 1104.3.1."
Chapter 11,Accessibility,1109,Special Occupancies,,1109.2.9.1,Dining surfaces,"Where dining surfaces for the consumption of food or drink are provided, at least 5 percent, but not less than one, of the dining surfaces for the seating and standing spaces shall be accessible and be distributed throughout the facility and located on a level accessed by an accessible route."
Chapter 11,Accessibility,1109,Special Occupancies,,1109.3,Self-service storage facilities,Self-service storage facilities shall provide accessible individual self-storage spaces in accordance withTable 1109.3
Chapter 11,Accessibility,1109,Special Occupancies,,Table 1109.3,Accessible Self-Service Storage Facilities,
Chapter 11,Accessibility,1109,Special Occupancies,,1109.3.1,Dispersion,"Accessible individual self-service storage spaces shall be dispersed throughout the various classes of spaces provided. Where more classes of spaces are provided than the number of required accessible spaces, the number of accessible spaces shall not be required to exceed that required by Table 1109.3. Accessible spaces are permitted to be dispersed in a single building of a multiple-building facility."
Chapter 11,Accessibility,1109,Special Occupancies,,1109.4,Judicial Facilities,Judicial facilities shall comply with Sections 1109.4.1 and 1109.4.2
Chapter 11,Accessibility,1109,Special Occupancies,,1109.4.1,Courtrooms,Each courtroom shall be accessible and comply with Sections 1109.4.1.1 through 1109.4.1.5.
Chapter 11,Accessibility,1109,Special Occupancies,,1109.4.1.1,Jury box,A wheelchair space shall be provided within the jury box. Exception: Adjacent companion seating is not required.
Chapter 11,Accessibility,1109,Special Occupancies,,1109.4.1.2,Gallery seating,Wheelchair spaces shall be provided in accordance withTable 1109.2.2.1. Designated aisle seats shall be provided in accordance with Section 1109.2.5.
Chapter 11,Accessibility,1109,Special Occupancies,,1109.4.1.3,Assistive listening systems,An assistive listening system must be provided. Receivers shall be provided for the assistive listening system in accordance with Section 1109.2.7.1.
Chapter 11,Accessibility,1109,Special Occupancies,,1109.4.1.4,Employee work systems,"The judge’s bench, clerk’s station, bailiff’s station, deputy clerk’s station and court reporter’s station shall be located on an accessible route. The vertical access to elevated employee work stations within a courtroom is not required at the time of initial construction, provided a ramp, lift or elevator can be installed without requiring reconfiguration or extension of the courtroom or extension of the electrical system."
Chapter 11,Accessibility,1109,Special Occupancies,,1109.4.1.5,Other work stations,"The litigant’s and counsel stations, including the lectern, shall beaccessible."
Chapter 11,Accessibility,1109,Special Occupancies,,1109.4.2,Holding cells,Central holding cells and court-floor holding cells shall comply with Sections 1109.4.2.1 and 1109.4.2.2.
Chapter 11,Accessibility,1109,Special Occupancies,,1109.4.2.1,Central holding cells,"Where separate central holding cells are provided for adult males, juvenile males, adult females or juvenile females, one of each type shall be accessible. Where central holding cells are provided and are not separated by age or sex, at least one accessible cell shall be provided."
Chapter 11,Accessibility,1109,Special Occupancies,,1109.4.2.2,Court-floor holding cells,"Where separate court-floor holding cells are provided for adult males, juvenile males, adult females or juvenile females, each courtroom shall be served by one accessible cell of each type. Where court-floor holding cells are provided and are not separated by age or sex, courtrooms shall be served by at least one accessible cell. Accessible cells shall be permitted to serve more than one courtroom."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.1,General,"Accessible building features and facilities shall be provided in accordance withSections 1110.2 through 1110.16. Exception: Accessible units, Type A units and Type B units shall comply with Chapter 10 of ICC A117.1."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2,Toilet and bathing facilities,"Each toilet room and bathing room shall beaccessible. Where a floor level is not required to be connected by an accessible route, the only toilet rooms or bathing rooms provided within the facility shall not be located on the inaccessible floor. Except as provided for in Sections 1110.2.4 and 1110.2.5, at least one of each type of fixture, element, control or dispenser in each accessible toilet room and bathing room shall be accessible. Exceptions:
1. Toilet rooms or bathing rooms accessed only through a private office, not forcommon or public use and intended for use by a single occupant, shall be permitted to comply with the specific exceptions in ICC A117.1. 2. This section is not applicable to toilet and bathing rooms that servedwelling units or sleeping units that are not required to be accessible by Section 1108.
3. Where multiple single-user toilet rooms or bathing rooms are clustered at a single location, at least 50 percent but not less than one room for each use at each cluster shall be accessible.
4. Where no more than one urinal is provided in a toilet room or bathing room, the urinal is not required to be accessible.
5. Toilet rooms or bathing rooms that are part of critical care or intensive care patient sleeping rooms serving Accessible units are not required to beaccessible.
6. Toilet rooms or bathing rooms designed for bariatrics patients are not required to comply with the toilet room and bathing room requirement in ICC A117.1. The sleeping units served by bariatrics toilet or bathing rooms shall not count toward the required number of Accessible sleeping units.
7. Where permitted in Section 1108, in toilet rooms or bathrooms serving Accessible units, water closets designed for assisted toileting shall comply with Section 1110.2.2.
8. Where permitted in Section 1108, in bathrooms serving Accessible units, showers designed for assisted bathing shall comply with Section 1110.2.3.
9. Where toilet facilities are primarily for children’s use, requiredaccessible water closets, toilet compartments and lavatories shall be permitted to comply with children’s provision of ICC A117.1"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.1,Family or assisted-use toilet and bathing rooms,"In assembly and mercantile occupancies, an accessible family or assisted-use toilet room shall be provided where an aggregate of six or more male and female water closets is required. In buildings of mixed occupancy, only those water closets required for the assembly or mercantile occupancy shall be used to determine the family or assisted-use toilet room requirement. In recreational facilities where separate-sex bathing rooms are provided, an accessible family or assisted-use bathing room shall be provided. Fixtures located within family or assisted-use toilet and bathing rooms shall
be included in determining the number of fixtures provided in an occupancy. Exception: Where each separate-sex bathing room has only one shower or bathtub fixture, a family or assisted-use bathing room is not required."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.1.1,Standard,Family or assisted-use toilet and bathing rooms shall comply withSections 1110.2.1.2 through 1110.2.1.6.
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.1.2,Family or assisted-use toilet rooms,"Family or assisted-use toilet rooms shall include only one water closet and only one lavatory. A family or assisted-use bathing room in accordance with Section 1110.2.1.3 shall be considered to be a family or assisted-use toilet room. Exception: The following additional fixtures shall be permitted in a family or assisted-use toilet room:
1. A urinal.
2. A child-height water closet.
3. A child-height lavatory."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.1.3,Family or assisted-use bathing rooms,"Family or assisted-use bathing rooms shall include only one shower or bathtub fixture. Family or assisted-use bathing rooms shall also include one ater closet and one lavatory. Where storage facilities are provided for separate-sex bathing rooms, accessible storage facilities shall be provided for family or assisted-use bathing rooms."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.1.4,Location,Family or assisted-use toilet and bathing rooms shall be located on anaccessible route. Family or assisted-use toilet rooms shall be located not more than one story above or below separate-sex toilet rooms. Theaccessible route from any separate-sex toilet room to a family or assisted-use toilet room shall not exceed 500 feet (152 m).
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.1.5,Prohibited location,"In passenger transportation facilities and airports, theaccessible route from separate-sex toilet rooms to a family or assisted-use toilet room shall not pass through security checkpoints."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.1.6,Privacy,Doors to family or assisted-use toilet and bathing rooms shall be securable from within the room and be provided with an “occupied” indicator.
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.2,Water closets designed for assisted toileting,Water closets designed for assisted toileting shall comply withSections 1110.2.2.1 through 1110.2.2.6
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.2.1,Location,The centerline of the water closet shall be not less than 24 inches (610 mm) and not greater than 26 inches (660 mm) from one side of the required clearance.
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.2.2,Clearance,Clearance around the water closet shall comply with Sections 1110.2.2.2.1 through 1110.2.2.2.3.
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.2.2.1,Clearance width,"Clearance around a water closet shall be not less than 66 inches (1675 mm) in width, measured perpendicularly from the side of the clearance that is not less than 24 inches (610 mm) and not greater than 26 inches (660 mm) from the water closet centerline."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.2.2.2,Clearance depth,"Clearance around the water closet shall be not less than 78 inches (1980 mm) in depth, measured perpendicularly from the rear wall"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.2.2.3,Clearance overlap,"The required clearance around the water closet shall permit overlaps per ICC A117.1, Section 604.3.3"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.2.3,Height,"The height of the water closet seats shall comply with ICC A117.1, Section 604.4."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.2.4,Swing-up grab bars,"Swing-up grab bars shall comply with ICC A117.1,Sections 609.2 and 609.8. Swing-up grab bars shall be provided on both sides of the water closet and shall comply with all of the following:
1. The centerline of the grab bar shall be not less than 14 inches (356 mm) and not greater than 16 inches (405 mm) from the centerline of the water closet.
2. The length of the grab bar is not less than 36 inches (915 mm) in length, measured from the rear wall to the end of the grab bar.
3. The top of the grab bar in the down position is not less than 30 inches (760 mm) and not greater than34 inches (865 mm) above the floor."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.2.5,Flush controls,"Flush controls shall comply with ICC A117.1, Section 604.6"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.2.6,Dispensers,Toilet paper dispensers shall be mounted on at least one of the swing-up grab bars and the outlet of the dispenser shall be located not less than 24 inches (610 mm) and not greater than 36 inches (915 mm) from the rear wall.
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3,Standard roll-in-type shower compartment designed for assisted bathing,Standard roll-in-type shower compartments designed for assisted bathing shall comply with Sections 1110.2.3.1 through 1110.2.3.9.
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3.1,Size,"Standard roll-in-type shower compartments shall have a clear inside dimension of not less than 60 inches (1525 mm) in width and 30 inches (760 mm) in depth, measured at the center point of opposing sides. An entry not less than 60 inches (1525 mm) in width shall be provided"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3.2,Clearance,"A clearance of not less than 60 inches (1525 mm) in length adjacent to the 60-inch (1525 mm) width of the open face of the shower compartment, and not less than 30 inches (760 mm) in depth, shall be provided. Exceptions:
1. A lavatory complying with ICC A117.1, Section 606 shall be permitted at one end of the clearance.
2. Where the shower compartment exceeds minimum sizes, the clear floor space shall be placed adjacent to the grab bars and not less than 30 inches (762 mm) from the back wall."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3.3,Grab bars,"Grab bars shall comply with ICC A117.1,Section 609 and shall be provided in accordance withSections 1110.2.3.3.1 and 1110.2.3.3.2. In standard roll-in-type shower compartments, grab bars shall be provided on three walls. Where multiple grab bars are used, required horizontal grab bars shall be installed at the same height above the floor. Grab bars can be separate bars or one continuous bar."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3.3.1,Back-wall grab bar,The back-wall grab bar shall extend the length of the back wall and extend within 6 inches (150 mm) maximum from the two adjacent sidewalls. Exception: The back-wall grab bar shall not be required to exceed 48 inches (1220 mm) in length. The rear grab bar shall be located with one end within 6 inches maximum of a sidewall with a grab bar complying with Section 1110.2.3.3.2
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3.3.2,Sidewall grab bars,"The sidewall grab bars shall extend the length of the wall and extend within 6 inches (150 mm) of the adjacent back wall. Exceptions:
1. The sidewall grab bar shall not be required to exceed 30 inches (760 mm) in length. The side grab bar shall be located with one end within 6 inches (152 mm) of the back wall with a grab bar complying with Section 1110.2.3.3.1.
2. Where the sidewalls are located 72 inches (1830 mm) or greater apart, a grab bar is not required on one of the sidewalls."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3.4,Seats,Wall-mounted folding seats shall not be installed
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3.5,Controls and hand showers,"In standard roll-in-type showers, the controls and hand shower shall be located not less than 38 inches (965 mm) and not greater than 48 inches (1220 mm) above the shower floor. Controls shall be located to facilitate caregiver access."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3.6,Hand showers,"Hand showers shall comply with ICC A117.1, Section 608.5"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3.7,Thresholds,"Thresholds shall comply with ICC A117.1, Section 608.6."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3.8,Shower enclosures,"Shower compartment enclosures for shower compartments shall comply with ICC A117.1, Section 608.7."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.3.9,Water temperature,"Water temperature shall comply with ICC A117.1,Section 608.8."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.4,Water closet compartment,"Where water closet compartments are provided in a toilet room or bathing room, at least 5 percent of the total number of compartments shall be wheelchair accessible. Where the combined total water closet compartments and urinals provided in a toilet room or bathing room is six or more, at least 5 percent of the total number of compartments shall be ambulatory accessible, provided in addition to the wheelchair-accessible compartment."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.2.5,Lavatories,"Where lavatories are provided, at least 5 percent, but not less than one, shall beaccessible. Where an accessible lavatory is located within the accessible water closet compartment at least one additional accessible lavatory shall be provided in the multicompartment toilet room outside the water closet compartment. Where the total lavatories provided in a toilet room or bathing facility is six or more, at least one lavatory with enhanced reach ranges shall be provided"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.3,Sinks,"Where sinks are provided, at least 5 percent but not less than one provided in accessible spaces shall be accessible. Exception: Mop or service sinks are not required to beaccessible"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.4,Kitchens and kitchenettes,"Where kitchens and kitchenettes are provided in accessible spaces or rooms, they shall beaccessible"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.5,Drinking fountains,"Where drinking fountains are provided on an exterior site, on a floor or within a secured area, the drinking fountains shall be provided in accordance with Sections 1110.5.1 and 1110.5.2."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.5.1,Minimum number,"Not fewer than two drinking fountains shall be provided. One drinking fountain shall comply with the requirements for people who use a wheelchair and one drinking fountain shall comply with the requirements for standing persons. Exceptions:
1. A single drinking fountain with two separate spouts that complies with the requirements for people who use a wheelchair and standing persons shall be permitted to be substituted for two separate drinking fountains.
2. Where drinking fountains are primarily for children’s use, drinking fountains for people using wheelchairs shall be permitted to comply with the children’s provisions in ICC A117.1 and drinking fountains for standing children shall be permitted to provide the spout at 30 inches (762 mm) minimum above the floor."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.5.2,More than the minimum number,"Where more than the minimum number of drinking fountains specified inSection 1110.5.1 is provided, 50 percent of the total number of drinking fountains provided shall comply with the requirements for persons who use a wheelchair and 50 percent of the total number of drinking fountains provided shall comply with the requirements for standing persons. Exceptions:
1. Where 50 percent of the drinking fountains yields a fraction, 50 percent shall be permitted to be rounded up or down, provided that the total number of drinking fountains complying with this section equals 100 percent of the drinking fountains.
2. Where drinking fountains are primarily for children’s use, drinking fountains for people using wheelchairs shall be permitted to comply with the children’s provisions in ICC A117.1 and drinking fountains for standing children shall be permitted to provide the spout at 30 inches (762 mm) minimum above the floor."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.6,Bottle-filling stations,"Where bottle-filling stations are provided, they shall beaccessible. Exception: Bottle-filling stations over drinking fountains for standing persons are not required to beaccessible, provided that bottle-filling stations are also located over the drinking fountains for persons using wheelchairs."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.7,Saunas and steam rooms,"Where provided, saunas and steam rooms shall beaccessible. Exception: Where saunas or steam rooms are clustered at a single location, at least 5 percent of the saunas and steam rooms, but not less than one, of each type in each cluster shall be accessible."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.8,Elevators,Passenger elevators on an accessible route shall be accessible and comply with Chapter 30.
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.9,Lifts,"Platform (wheelchair) lifts are permitted to be a part of a requiredaccessible route in new construction where indicated in Items 1 through 10.  Platform (wheelchair) lifts shall be installed in accordance with ASME A18.1.
1. An accessible route to a performing area and speaker platforms.
2. An accessible route to wheelchair spaces required to comply with the wheelchair space dispersion requirements of Sections 1109.2.2 through 1109.2.6.
3. An accessible route to spaces that are not open to the general public with anoccupant load of not more than five.
4. An accessible route within an individualdwelling unit or sleeping unit required to be anAccessible unit, Type A unit or Type B unit.
5. An accessible route to jury boxes and witness stands; raised courtroom stations including judges’ benches, clerks’ stations, bailiffs’ stations, deputy clerks’ stations and court reporters’ stations; and to depressed areas such as the well of the court.
6. An accessible route to load and unload areas serving amusement rides.
7. An accessible route to play components or soft contained play structures.
8. An accessible route to team or player seating areas servingareas of sport activity.
9. An accessible route instead of gangways serving recreational boating facilities and fishing piers and platforms.
10. An accessible route where existing exterior site constraints make use of aramp or elevator infeasible"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.10,Storage,"Where fixed or built-in storage elements such as cabinets, coat hooks, shelves, medicine cabinets, lockers, closets and drawers are provided in required accessible spaces, at least 5 percent, but not less than one of each type shall be accessible.
"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.10.1,Equity,Accessible facilities and spaces shall be provided with the same storage elements as provided in the similar nonaccessible facilities and spaces
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.10.2,Shelving and display units,Self-service shelves and display units shall be located on anaccessible route. Such shelving and display units shall not be required to comply with reach-range provisions.
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.11,Dectectable warnings,Passenger transit platform edges bordering a drop-off and not protected by platform screens orguards shall have a detectable warning. Exception: Detectable warnings are not required at bus stops.
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.12,"Seating at tables, counters and work surfaces","Where seating or standing space at fixed or built-in tables, counters or work surfaces is provided in accessible spaces, at least 5 percent of the seating and standing spaces, but not less than one, shall be accessible. Exception: Check-writing surfaces at check-out aisles not required to comply withSection 1110.13.1 are not required to be accessible."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.12.1,Dispersion,"Accessible fixed or built-in seating at tables, counters or work surfaces shall be distributed throughout the space or facility containing such elements and located on a level accessed by an accessible route."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.12.2,Visiting areas,Visiting areas in judicial facilities and Group I-3 shall comply withSections 1110.12.2.1 and 1110.12.2.2
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.12.2.1,Cubicles and counters,"At least 5 percent, but not less than one of the cubicles, shall beaccessible on both the visitor and detainee sides. Where counters are provided, at least one shall be accessible on both the visitor and detainee sides. Exception: This requirement shall not apply to the detainee side of cubicles or counters at noncontact visiting areas not serving Accessible unit holding cells."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.12.2.2,Partitions,"Where solid partitions or security glazing separate visitors from detainees, at least one of each type of cubicle or counter partition shall be accessible."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.13,Service facilities,Service facilities shall provide for accessible features in accordance with Sections 1110.14 through 1110.13.4
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.13.1,Check-out aisles,"Where check-out aisles are provided, accessible check-out aisles shall be provided in accordance withTable 1110.13.1. Where check-out aisles serve different functions, accessible check-out aisles shall be provided in accordance with Table 1110.13.1 for each function. Where check-out aisles are dispersed throughout the building or facility, accessible check-out aisles shall also be dispersed. Traffic control devices, security devices and turnstiles located in accessible check-out aisles or lanes shall be accessible. Exception: Where the public use area is under 5,000 square feet (465 m ) not more than one accessible check-out aisle shall be required."
Chapter 11,Accessibility,1110,Other Features and Facilities,,Table 1110.13.1,Accessible Check-out Aisles,
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.13.2 ,Sales and service counters and windows,"Where counters or windows are provided for sale or distribution of goods or services, at least one of each type of counter and window provided shall be accessible. Where such counters or windows are dispersed throughout the building or facility, accessible counters or windows shall also be dispersed."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.13.3,Food service lines,"Food service lines shall beaccessible. Where self-service shelves are provided, at least 50 percent, but not less than one, of each type provided shall be accessible."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.13.4,Queue and waiting lines,Queue and waiting lines servicing accessible counters or check-out aisles shall beaccessible
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.14,"Dressing, fitting and locker rooms","Where dressing rooms, fitting rooms or locker rooms are provided, at least 5 percent, but not less than one, of each type of use in each cluster provided shall be accessible"
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.15,"Controls, operating mechanisms and hardware","Controls, operating mechanisms and hardware intended for operation by the occupant, including switches that control lighting and ventilation and electrical convenience outlets, in accessible spaces, along accessible routes or as parts of accessible elements shall beaccessible. Exceptions:
1. Operable parts that are intended for use only by service or maintenance personnel shall not be required to be accessible.
2. Access doors or gates in barrier walls and fences protecting pools, spas and hot tubs shall be permitted to comply with Section 1010.2.3.
3. Operable parts exempted in accordance with ICC A117.1 are not required to be accessible."
Chapter 11,Accessibility,1110,Other Features and Facilities,,1110.16,Gaming machines and gaming tables,"At least two percent of the total, but not fewer than one, of each gaming machine type and gaming table type shall be accessible. Where multiple gaming areas occur, accessible gaming machines and gaming tables shall be distributed throughout."
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.1,General,Recreational facilities shall be provided with accessible features in accordance withSections 1111.2 through 1111.4.
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.2,"Facilities serving Group R-2, R-3, and R-4 occupancies","Recreational facilities that serve Group R-2, R-3 and Group R-4 occupancies shall comply with Sections 1111.2.1 through 1111.2.3, as applicable"
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.2.1,Facilities serving accessible units,"In Group R-2 and R-4 occupancies where recreational facilities serve Accessible units, every recreational facility of each type serving Accessible units shall be accessible."
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.2.2,Facilities serving Type A and Type B units in a single building,"In Group R-2, R-3 and R-4 occupancies where recreational facilities serve a single building containing Type A units or Type B units, 25 percent, but not less than one, of each type of recreational facility shall beaccessible. Every recreational facility of each type on a site shall be considered to determine the total number of each type that is required to be accessible"
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.2.3,Facilities serving Type A and Type B units in multiple buildings,"In Group R-2, R-3 and R-4 occupancies on a single site where multiple buildings containingType A units or Type B units are served by recreational facilities, 25 percent, but not less than one, of each type of recreational facility serving each building shall be accessible. The total number of each type of recreational facility that is required to beaccessible shall be determined by considering every recreational facility of each type serving each building on the site."
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.3,Other occupancies,Recreational facilities not falling within the purview ofSection 1111.2 shall be accessible
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4,Recreational facilities,Recreational facilities shall beaccessible and shall be on anaccessible route to the extent specified in this section
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.1,Area of sport activity,Each area of sport activity shall be on anaccessible route and shall not be required to be accessible except as provided for in Sections 1111.4.2 through 1111.4.15.
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.2,Team or player seating,At least one wheelchair space shall be provided in team or player seating areas servingareas of sport activity. Exception: Wheelchair spaces shall not be required in team or player seating areas serving bowling lanes that are not required to be accessible in accordance with Section 1111.4.3.
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.3,Bowling lanes,"An accessible route shall be provided to at least 5 percent, but not less than one, of each type of bowling lane"
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.4,Court sports,"In court sports, at least oneaccessible route shall directly connect both sides of the court"
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.5,Raised boxing or wrestling rings,Raised boxing or wrestling rings are not required to beaccessible or to be on anaccessible route
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.6,"Raised refereeing, judging and scoring areas","Raised structures used solely for refereeing, judging or scoring a sport are not required to beaccessible or to be on an accessible route."
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.7,Animal containment areas,Animal containment areas that are not within public use areas are not required to be accessible or to be on anaccessible route.
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.8,Amusement rides,Amusement rides that move persons through a fixed course within a defined area shall comply withSections 1111.4.8.1 through 1111.4.8.3. Exception: Mobile or portable amusement rides shall not be required to beaccessible
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.8.1,Load and unload areas,"Load and unload areas serving amusement rides shall beaccessible and be on anaccessible route. Where load and unload areas have more than one loading or unloading position, at least one loading and unloading position shall be on an accessible route."
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.8.2,"Wheelchair spaces, ride seats designed for transer and transfer devices","Where amusement rides are in the load and unload position, the following shall be on an accessible route.
1. The position serving a wheelchair space.
2. Amusement ride seats designed for transfer.
3. Transfer devices."
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.8.3,Minimum number,"Amusement rides shall provide at least one wheelchair space, amusement ride seat designed for transfer or transfer device. Exceptions:
1. Amusement rides that are controlled or operated by the rider are not required to comply with this section.
2. Amusement rides designed primarily for children, where children are assisted on and off the ride by an adult, are not required to comply with this section.
3. Amusement rides that do not provide seats that are built-in or mechanically fastened shall not be required to comply with this section."
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.9,Recreational boating facilities,Boat slips required to beaccessible by Sections 1111.4.9.1 and 1111.4.9.2 and boarding piers at boat launch ramps required to be accessible by Section 1111.4.9.3 shall be on anaccessible route
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.9.1,Boat slips,"Accessible boat slips shall be provided in accordance withTable 1111.4.9.1. All units on the site shall be combined to determine the number of  accessible boat slips required. Where the number of boat slips is not identified, each 40 feet (12 m) of boat slip edge provided along the perimeter of the pier shall be counted as one boat slip for the purpose of this section. Exception: Boat slips not designed for embarking or disembarking are not required to beaccessible or be on an accessible route"
Chapter 11,Accessibility,1111,Recreational Facilities,,Table 1111.4.9.1,Boat Slips,
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.9.2,Dispersion,"Accessible boat slips shall be dispersed throughout the various types of boat slips provided. Where the minimum number of accessible boat slips has been met, further dispersion shall not be required."
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.9.3,Boarding piers at boat launch ramps,"Where boarding piers are provided at boat launch ramps, at least 5 percent, but not less than one, of the boarding piers shall be accessible."
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.10,Exercise machines and equipment,At least one of each type of exercise machine and equipment shall be on anaccessible route
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.11,Fishing piers and platforms,Fishing piers and platforms shall beaccessible and be on anaccessible route.
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.12,Miniature golf facilities,Miniature golf facilities shall comply withSections 1111.4.12.1 through 1111.4.12.3
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.12.1,Minimum number,At least 50 percent of holes on miniature golf courses shall beaccessible.
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.12.2,Miniature golf course configuration,Miniature golf courses shall be configured so that the accessible holes are consecutive. Miniature golf courses shall provide an accessible route from the last accessible hole to the course entrance or exit without requiring travel through any other holes on the course. Exception: One break in the sequence of consecutive holes shall be permitted provided that the last hole on the miniature golf course is the last hole in the sequence.
